symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HEB,"Hemispherx BioPharma, Inc.",0.8205,$19.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/heb
HLM^,Hillman Group Capital Trust,32.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hlm^
HMG,"HMG/Courtland Properties, Inc.",11.42,$11.45M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hmg
HH,"Hooper Holmes, Inc.",0.785,$7.93M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hh
HUSA,Houston American Energy Corporation,0.168,$8.61M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/husa
IBIO,"iBio, Inc.",0.43,$38.32M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ibio
IBO,IBO (Listing Market - NYSE Amex Network B F),153.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibo
IEC,IEC Electronics Corp.,3.48,$35.75M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec
IMUC,"ImmunoCellular Therapeutics, Ltd.",2.68,$9.23M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc
IMUC.WS,"ImmunoCellular Therapeutics, Ltd.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imuc.ws
IMH,"Impac Mortgage Holdings, Inc.",15,$240.24M,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh
IMO,Imperial Oil Limited,34.02,$28.84B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/imo
IOT,"Income Opportunity Realty Investors, Inc.",7.2,$30.01M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iot
IRT,"Independence Realty Trust, Inc.",8.31,$573.36M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irt
IGC,India Globalization Capital Inc.,0.2098,$5.95M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/igc
INFU,"InfuSystems Holdings, Inc.",1.75,$39.61M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu
IHT,InnSuites Hospitality Trust,2.1967,$20.56M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht
NSPR,"InspireMD, Inc.",2.7,$3.87M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr
NSPR.WS,"InspireMD, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nspr.ws
IFMI,"Institutional Financial Markets, Inc.",1.16,$14.02M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi
IDN,"Intellicheck Mobilisa, Inc.",2.5,$26.41M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn
INS,Intelligent Systems Corporation,4.2,$36.67M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ins
THM,International Tower Hill Mines Ltd,0.5701,$66.33M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm
INTT,inTest Corporation,4.3,$44.62M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt
INUV,"Inuvo, Inc",1.18,$29.42M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv
VKI,Invesco Advantage Municipal Income Trust II,10.7,$474.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki
ISR,"IsoRay, Inc.",0.55,$30.26M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr
ISDR,Issuer Direct Corporation,8.0862,$23.13M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr
JRJR,"JRjr33, Inc.",0.825,$30.5M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jrjr
KIQ,Kelso Technologies Inc,0.8894,$41.28M,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq
KLDX,Klondex Mines Ltd.,4.86,$725.69M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kldx
LTS,Ladenburg Thalmann Financial Services Inc,2.42,$469.22M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts
LTS^A,Ladenburg Thalmann Financial Services Inc,24.1181,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a
LAQ,"Latin America Equity Fund, Inc. (The)",19.4,$144.5M,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq
LGL,"LGL Group, Inc. (The)",4.73,$12.6M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl
LBY,"Libbey, Inc.",19.13,$417.87M,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby
LIQT,"LiqTech International, Inc.",0.6,$23.72M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt
LEI,"Lucas Energy, Inc.",1.6,$29.64M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei
MCZ,Mad Catz Interactive Inc,0.1978,$14.53M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz
MAG,MAG Silver Corporation,12.38,$998.41M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mag
MJCO,Majesco,5.02,$183.16M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco
MSTX,"Mast Therapeutics, Inc.",0.0865,$20.61M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mstx
MHH,"Mastech Digital, Inc",6.88,$30.76M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh
IPB,"Merrill Lynch & Co., Inc.",26.8,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb
MXC,Mexco Energy Corporation,4.46,$9.09M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc
CCA,MFS California Insured Municipal Trust,11.25,$31.35M,1999,n/a,n/a,http://www.nasdaq.com/symbol/cca
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",20.25,$500.17M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo
MLSS,"Milestone Scientific, Inc.",1.7,$47.69M,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss
MGH,Minco Gold Corporation,0.18,$9.14M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgh
MVF,"MuniVest Fund, Inc.",9.59,$617.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvf
MZA,"MuniYield Arizona Fund, Inc.",13.95,$64.35M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mza
NNVC,"NanoViricides, Inc.",1.12,$65.19M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc
ATEST,NASDAQ TEST STOCK,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest
ATEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest.a
ATEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest.b
ATEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atest.c
NHC,National HealthCare Corporation,68.64,$1.04B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc
NAVB,"Navidea Biopharmaceuticals, Inc.",0.7231,$112.63M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb
NTIP,"Network-1 Technologies, Inc.",3.2,$74.65M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntip
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,14.05,$77.91M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbw
NHS,Neuberger Berman High Yield Strategies Fund,11.26,$220.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhs
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,14.81,$278.02M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbh
NML,Neuberger Berman MLP Income Fund Inc.,9.15,$517.4M,2013,n/a,n/a,http://www.nasdaq.com/symbol/nml
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,12.38,$62.85M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbo
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.105,$284.8M,2003,n/a,n/a,http://www.nasdaq.com/symbol/nro
UWN,"Nevada Gold & Casinos, Inc.",1.71,$30.44M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn
NSU,Nevsun Resources Ltd,3.14,$945.23M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu
GBR,"New Concept Energy, Inc",2.27,$4.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,61.5,$230.46M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen
NGD,New Gold Inc.,3.53,$1.81B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd
HLTH,Nobilis Health Corp.,2.2,$170.78M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth
NSAT,Norsat International Inc.,7.65,$44.74M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsat
NAK,"Northern Dynasty Minerals, Ltd.",1.19,$315.05M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",2.25,$141.82M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",3.9,$59.03M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby
NG,Novagold Resources Inc.,4.55,$1.46B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",10.65,$24.08M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn
CFD,Nuveen Diversified Commodity Fund,9.2249,$83.46M,1998,n/a,n/a,http://www.nasdaq.com/symbol/cfd
CTF,Nuveen Long/Short Commodity Total Return Fund,13.05,$213.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ctf
NJV,Nuveen New Jersey Municipal Value Fund,14.97,$23.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv
NPN,Nuveen Pennsylvania Municipal Value Fund,15.57,$18.99M,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn
OCX,OncoCyte Corporation,6.195,$177.85M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ocx
OGEN,"Oragenics, Inc.",0.511,$25.1M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen
TIS,Orchids Paper Products Company,25.03,$257.73M,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis
ONP,"Orient Paper, Inc.",1.18,$25.31M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp
ORM,"Owens Realty Mortgage, Inc.",17.58,$180.15M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm
PHF,"Pacholder High Yield Fund, Inc.",7.08,$92.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf
PCG^A,Pacific Gas & Electric Co.,30.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,28.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,25.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,25.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,24.088,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,23.872,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",0.56,$60.5M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
PARR,"Par Pacific Holdings, Inc.",14.82,$674.4M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/parr
PZG,Paramount Gold Nevada Corp.,1.57,$24.63M,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg
TEUM,Pareteum Corporation,0.1104,$19.88M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/teum
PRK,Park National Corporation,111.23,$1.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
PED,Pedevco Corp.,0.1332,$6.64M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped
PFNX,Pfenex Inc.,8.78,$205.61M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx
PIP,"PharmAthene, Inc",3.1,$206.86M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip
HNW,Pioneer Diversified High Income Trust,15.77,$131.41M,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw
PLG,Platinum Group Metals Ltd.,1.74,$196.28M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg
PLM,Polymet Mining Corp.,0.8719,$277.2M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm
PW,Power REIT,7.973,$14.23M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw
PW^A,Power REIT,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a
PLX,"Protalix BioTherapeutics, Inc.",0.5595,$55.91M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
RLGT,"Radiant Logistics, Inc.",3.63,$177.1M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt
RLGT^A,"Radiant Logistics, Inc.",24.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a
UTG,Reaves Utility Income Fund,29.35,$1.01B,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
REED,"Reeds, Inc.",4,$55.63M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed
RWC,RELM Wireless Corporation,5.1,$70.15M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
RCG,"RENN Fund, Inc.",1.23,$5.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg
RVP,"Retractable Technologies, Inc.",2.45,$72.65M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
RNN,"Rexahn Pharmaceuticals, Inc.",0.162,$38.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
RIC,"Richmont Mines, Inc.",6.5,$409.26M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
REI,"Ring Energy, Inc.",13.13,$550.37M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund,19.5,$149.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif
SGA,"Saga Communications, Inc.",46,$269.57M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga
SSN,Samson Oil & Gas Limited,0.635,$10.21M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn
SPP,Sanchez Production Partners LP,10.9,$144.46M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/spp
SAND          ,Sandstorm Gold Ltd,3.74,$569.39M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand
SEB,Seaboard Corporation,4075,$4.77B,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb
SENS,"Senseonics Holdings, Inc.",2.82,$263.36M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sens
SVT,"Servotronics, Inc.",9.17,$22.62M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
SIF,"SIFCO Industries, Inc.",11.25,$61.49M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
SKY,Skyline Corporation,13.05,$109.51M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky
XPL,Solitario Exploration & Royalty Corp,0.7202,$27.9M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl
SCE^B,Southern California Edison Company,22.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,23.677,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,23.1308,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,24.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e
SGB,Southwest Georgia Financial Corporation,18,$45M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
LOV,"Spark Networks, Inc.",0.96,$30.6M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
STRP,Straight Path Communications Inc.,23.68,$295.13M,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp
SSY,"SunLink Health Systems, Inc.",1.1,$10.39M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
SDPI,"Superior Drilling Products, Inc.",1.2,$28.91M,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi
STS,"Supreme Industries, Inc.",14.32,$244.72M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts
SYRG,Synergy Resources Corporation,9.41,$1.89B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg
SYN,"Synthetic Biologics, Inc",0.76,$89.05M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
TRX,Tanzanian Royalty Exploration Corporation,0.475,$55.26M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,0.6401,$142M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb
TIK,Tel-Instrument Electronics Corp.,4.35,$14.16M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik
TGC,"Tengasco, Inc.",0.75,$4.57M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,15.98,$65.7M,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,51.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a
GGO,The Gabelli Go Anywhere Trust,20.4,$122.4M,2016,n/a,n/a,http://www.nasdaq.com/symbol/ggo
GGO^A,The Gabelli Go Anywhere Trust,54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggo^a
TXMD,"TherapeuticsMD, Inc.",5.9,$1.16B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd
TGD,Timmons Gold Corp,0.33,$117.36M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd
TMP,Tompkins Financial Corporation,86.73,$1.31B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,1.04,$49.1M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat
TRXC,"TransEnterix, Inc.",1.46,$167.99M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc
TPLM,Triangle Petroleum Corporation,0.3401,$26.03M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm
TMQ,Trilogy Metals Inc.,0.521,$54.85M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tmq
TPHS,Trinity Place Holdings Inc.,9.93,$253.15M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/tphs
TRT,Trio-Tech International,3.54,$12.44M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
HTM,U.S. Geothermal Inc.,4.2,$79.31M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm
UFAB,"Unique Fabricating, Inc.",14.01,$136.13M,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ufab
UAMY,United States Antimony Corporation,0.291,$19.46M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy
UUU,"Universal Security Instruments, Inc.",3.6,$8.33M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu
UQM,UQM TECHNOLOGIES INC,0.485,$23.54M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm
URG,Ur Energy Inc,0.475,$68.21M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg
UEC,Uranium Energy Corp.,0.8866,$104.08M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec
VSR,"Versar, Inc.",1.39,$13.75M,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr
VII,"Vicon Industries, Inc.",0.64,$5.98M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii
VHC,VirnetX Holding Corp,3.1,$175.74M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,0.86,$84.1M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz
VNRX,VolitionRX Limited,4.17,$108.81M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vnrx
VISI,"Volt Information Sciences, Inc.",5.85,$122.23M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi
EAD,Wells Fargo Income Opportunities Fund,8.04,$570.7M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead
ERC,Wells Fargo Multi-Sector Income Fund,12.38,$520.19M,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc
ERH,Wells Fargo Utilities and High Income Fund,11.79,$108.96M,2004,n/a,n/a,http://www.nasdaq.com/symbol/erh
SBI,Western Asset Intermediate Muni Fund Inc,9.38,$132.04M,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi
WRN,Western Copper and Gold Corporation,0.9059,$85.56M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,0.698,$57.75M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
WTT,"Wireless Telecom Group,  Inc.",1.64,$30.7M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt
XTNT,"Xtant Medical Holdings, Inc.",0.516,$8.9M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt
YUMA,"Yuma Energy, Inc.",3.9,$47.58M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/yuma
ZDGE,"Zedge, Inc.",3.6,$35.69M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/zdge